"TOWNSHIP CON LOT","UTM","DATE CNTR","CASING DIA","WATER","PUMP TEST","WELL USE","SCREEN","WELL","FORMATION"
"NEPEAN TOWNSHIP RF  05 022","18 436677 5013979 W","1974-02 3504","8    ","FR 0090 FR 0100 FR 0140 FR 0194 ","9/75/15/3:0","CO ","","1514013 () ","HPAN 0008 LMSN 0194 "
"NEPEAN TOWNSHIP RF  05 022","18 435041 5013132 W","1976-12 1558","6    ","FR 0065 ","30/45/30/1:0","DO ","","1515775 () ","BRWN SAND FILL 0001 BRWN CLAY BLDR PCKD 0042 BRWN SAND BLDR 0052 BLCK LMSN SOFT 0073 "
"NEPEAN TOWNSHIP RF  05 022","18 435230 5012890 W","1974-08 1558","6    6    ","FR 0190 FR 0203 ","35/75/6/1:0","DO ","","1514271 () ","BRWN GRVL SAND PCKD 0001 BRWN SAND GRVL BLDR 0007 BRWN HPAN BLDR PCKD 0054 GREY LMSN LYRD SOFT 0205 "
"NEPEAN TOWNSHIP RF  05 022","18 435221 5012822 W","1973-09 4847","4    ","FR 0040 ","28/40/4/1:30","DO ","","1513859 () ","GREY HPAN 0055 GREY LMSN 0057 "
"NEPEAN TOWNSHIP RF  05 022","18 435875 5013309 L","1993-05 3644","6    6    ","FR 0220 ","25/215/3/1:0","CO ","","1527106 (76692) ","GREY HPAN GRVL 0025 GREY LMSN 0223 "
"NEPEAN TOWNSHIP RF  05 022","18 435875 5013309 L","1993-06 3644","6    6    ","UK 0235 ","20/150/3/1:0","CO ","","1527188 (76704) ","GREY FILL 0003 GREY HPAN STNS GRVL 0009 GREY LMSN 0243 "
"NEPEAN TOWNSHIP RF  05 022","18 435311 5012762 W","1968-09 1503","5    ","FR 0057 ","22/32/10/1:0","DO ","","1509685 () ","CLAY 0005 MSND BLDR 0053 GRVL 0057 "
"NEPEAN TOWNSHIP RF  05 022","18 435291 5012772 W","1968-07 1603","2    2    ","FR 0070 ","16/25/12/2:0","DO ","","1509586 () ","BLDR GRVL MSND 0063 LMSN 0070 "
"NEPEAN TOWNSHIP RF  05 022","18 434993 5012807 W","1972-08 1558","6    ","FR 0098 ","//50/1:0","DO ","","1512010 () ","BRWN CLAY SILT 0025 GREY SAND GRVL BLDR 0065 GREY GRVL HPAN 0095 GREY LMSN 0099 "
"NEPEAN TOWNSHIP RF  05 022","18 435130 5013021 W","1984-07 3644","6    ","FR 0090 ","4/25/20/1:0","DO ","","1519101 () ","GREY CLAY 0037 GREY CLAY STNS 0085 GREY GRVL 0090 "
"NEPEAN TOWNSHIP RF  05 022","18 436630 5013721 W","1977-07 1365","6    6    ","","","","","1516085 () ","GREY HPAN PCKD 0021 GREY LMSN MGRD 0150 "
"NEPEAN TOWNSHIP RF  05 022","18 435030 5013021 W","1982-03 3644","6    ","FR 0085 ","0/20/50/1:0","DO ","","1517842 () ","GREY CLAY 0025 GREY HPAN BLDR 0028 GREY HPAN 0084 GREY GRVL 0090 "
"NEPEAN TOWNSHIP RF  05 022","18 435091 5012662 W","1977-04 3644","6    ","FR 0050 ","0/20/15/1:0","DO ","","1515952 () ","GREY CLAY 0048 GREY STNS GRVL 0050 "
"NEPEAN TOWNSHIP RF  05 022","18 435130 5012821 W","1980-09 1558","6    6    ","","15/25/30/2:0","DO ","","1517479 () ","PRDR 0057 GREY BLDR SAND GRVL 0063 "
"NEPEAN TOWNSHIP RF  05 022","18 435130 5012921 W","1983-02 3644","6    ","FR 0086 ","/25/50/1:0","DO ","","1518210 () ","GREY CLAY SOFT 0034 GREY CLAY HPAN STNS 0079 GREY GRVL 0086 "
"NEPEAN TOWNSHIP RF  05 022","18 435131 5013022 W","1978-12 3644","6    ","FR 0110 FR 0120 ","5/30/10/1:0","ST ","","1516877 () ","GREY CLAY 0005 BLUE CLAY 0070 GREY HPAN STNS 0090 GREY LMSN 0125 "
"NEPEAN TOWNSHIP RF  05 022","18 434991 5012842 W","1977-06 3644","6    ","FR 0165 ","6/25/15/1:0","ST DO ","","1515966 () ","GREY CLAY 0060 GREY HPAN STNS 0094 GREY LMSN 0165 "
"NEPEAN TOWNSHIP RF  05 022","18 435061 5012942 W","1954-01 4825","5    ","FR 0067 ","35/35/7/0:25","DO ","","1506270 () ","LOAM 0002 HPAN BLDR 0067 "
"NEPEAN TOWNSHIP RF  05 022","18 435091 5012902 W","1959-09 4825","4    4    ","FR 0125 ","35/40/6/1:0","PS ","","1506277 () ","CLAY BLDR 0050 LMSN 0142 "
"NEPEAN TOWNSHIP RF  05 022","18 434991 5012822 W","1958-07 4825","4    4    ","FR 0100 ","6/8/5/0:30","DO ","","1506276 () ","CLAY 0070 LMSN 0105 "
"NEPEAN TOWNSHIP RF  05 022","18 435321 5012862 W","1956-02 3705","4    4    ","FR 0067 ","38/48/3/1:0","DO ","","1506275 () ","CLAY BLDR 0041 GREY LMSN 0068 "
"NEPEAN TOWNSHIP RF  05 022","18 435311 5012822 W","1953-02 3504","4    4    ","FR 0090 FR 0120 FR 0135 ","20/20/5/0:30","DO ","","1506274 () ","BLDR CLAY MSND 0061 LMSN 0135 "
"NEPEAN TOWNSHIP RF  05 022","18 435311 5012822 W","1952-12 3504","4    ","","","","","1506273 ()  A","CLAY 0010 MSND 0020 HPAN BLDR 0050 "
"NEPEAN TOWNSHIP RF  05 022","18 435411 5012842 W","1950-09 4832","5    4    4    ","FR 0080 FR 0105 FR 0128 ","35/48/3/0:25","DO ","","1506271 () ","CLAY MSND STNS 0030 MSND STNS 0048 MSND GRVL 0049 LMSN 0131 "
"NEPEAN TOWNSHIP RF  05 022","18 435076 5012982 W","1952-06 1802","2    2    ","FR 0092 ","34/60/3/3:0","DO ","","1506272 () ","GRVL BLDR CLAY 0045 LMSN 0098 "
"NEPEAN TOWNSHIP RF  05 023","18 434900 5013421 W","2023-11 6907","","","","","","7464622 (Z389223) A353293 P",""
"NEPEAN TOWNSHIP RF  05 023","18 434881 5013171 W","2024-10 6364","","","","","","7489010 (Z375443) A408697 P",""
"NEPEAN TOWNSHIP RF  05 023","18 435427 5014056 W","2008-09 1558","6.23 ","0035 0065 0108 ","","MT "," ","7115714 (Z84414) A068342","GREY GRVL LOOS 0002 GREY LMSN LYRD 0158 "
"NEPEAN TOWNSHIP RF  05 023","18 435427 5014056 W","2008-09 7148","","","","MO ","0036 10 0066 10 0108 10 0144 10 ","7140175 (Z87285) A068342","0158 "
"NEPEAN TOWNSHIP RF  05 023","18 435812 5014334 W","2008-10 1558","6.23 ","0060 ","","MO "," ","7119241 (Z84432) A068318","GREY LMSN MGRD 0081 "
"NEPEAN TOWNSHIP RF  05 023","18 434653 5013313 W","2008-11 1558","6.23 ","0045 0065 0080 0118 0134 ","","MO "," ","7119240 (Z84453) A068347","BRWN LOAM STNS LOOS 0005 GREY LMSN LYRD 0160 "
"NEPEAN TOWNSHIP RF  05 023","18 436195 5014863 W","2008-11 1558","6.23 ","0030 0050 0075 0110 0138 ","","MO "," ","7119239 (Z84455) A068348","BRWN LOAM ROCK FCRD 0006 BRWN LOAM WBRG 0012 GREY CLAY 0021 GREY LMSN HARD 0156 "
"NEPEAN TOWNSHIP RF  05 023","18 434882 5014053 W","2008-09 1558","6.23 ","0035 0060 0090 ","","MO "," ","7115715 (Z84415) A068341","GREY LMSN LYRD 0107 "
"NEPEAN TOWNSHIP RF  05 023","18 434882 5014053 W","2008-09 7148","","","","MO ","0006 20 0036 10 0062 10 0088 15 ","7140174 (Z87284) A068341","GREY LMSN 0108 "
"NEPEAN TOWNSHIP RF  05 023","18 436195 5014863 W","2008-11 7148","","","","MO ","","7140173 (Z69976) A068348","BRWN LOAM FILL 0006 BRWN LOAM WBRG 0012 GREY CLAY 0021 GREY LMSN 0156 "
"NEPEAN TOWNSHIP RF  05 023","18 435812 5014334 W","2008-10 7148","","","","MO ","0010 15 0031 10 0061 10 ","7140171 (Z87286) A068318","0081 "
"NEPEAN TOWNSHIP RF  05 023","18 434653 5013313 W","2008-11 7148","","","","MO ","0043 10 0069 20 0115 10 0147 5  ","7140172 (Z87287) A068347","0156 "
"NEPEAN TOWNSHIP RF  05 023","18 435722 5013702 L","1999-11 1558","6    6    ","UK 0062 ","46/60/15/1:","DO ","","1530944 (208515) ","BRWN HPAN BLDR PCKD 0050 GREY LMSN LYRD 0075 "
"NEPEAN TOWNSHIP RF  05 023","18 435722 5013702 L","1999-12 1558","","","","","","1531021 (208527)  A",""
"NEPEAN TOWNSHIP RF  05 023","18 436286 5014019 W","2010-06 1558","6.23 ","","","MO "," ","7149215 (Z101838) A082842 A","BRWN SHLE 0005 GREY LMSN MGRD 0098 "
"NEPEAN TOWNSHIP RF  05 023","18 434901 5013412 W","1970-02 3644","5    5    ","FR 0075 ","6/29/10/1:0","DO ","","1510559 () ","BRWN CLAY STNS 0009 GREY HPAN STNS 0017 GREY LMSN 0075 "
"NEPEAN TOWNSHIP RF  05 023","18 435069 5013492 W","1970-05 3644","5    ","FR 0158 ","5/80/5/1:0","DO ","","1510635 () ","GREY CLAY STNS 0003 GREY HPAN STNS 0009 GREY LMSN 0158 "
"NEPEAN TOWNSHIP RF  05 023","18 435101 5013522 W","1970-06 3644","5    ","FR 0154 ","5/95/5/1:0","DO ","","1510634 () ","GREY CLAY STNS 0004 GREY HPAN STNS 0015 GREY LMSN 0154 "
"NEPEAN TOWNSHIP RF  05 023","18 434991 5013462 W","1970-02 3644","5    5    ","FR 0099 ","5/85/4/1:0","DO ","","1510555 () ","BRWN CLAY STNS 0009 GREY HPAN STNS 0017 GREY LMSN 0099 "
"NEPEAN TOWNSHIP RF  05 023","18 434861 5013202 W","1970-10 1558","6    6    ","FR 0175 ","100/150/3/1:0","DO ","","1510995 () ","BRWN MSND CLAY 0004 GREY HPAN BLDR 0032 GREY LMSN 0200 "
"NEPEAN TOWNSHIP RF  05 023","18 435428 5013547 W","1972-09 3504","8    ","FR 0285 ","8/150/40/3:0","IN ","","1512053 () ","LMSN 0335 "
"NEPEAN TOWNSHIP RF  05 023","18 434931 5013422 W","1970-10 3644","5    ","FR 0176 ","7/103/4/1:0","DO ","","1510928 () ","GREY CLAY STNS 0008 GREY HPAN GRVL 0016 BLCK SHLE 0176 "
"NEPEAN TOWNSHIP RF  05 023","18 434966 5013432 W","1970-10 3644","5    ","FR 0220 ","7/150/3/1:0","DO ","","1510927 () ","GREY CLAY STNS 0009 BLCK SHLE 0222 "
"NEPEAN TOWNSHIP RF  05 023","18 435030 5013021 W","1983-02 3644","6    6    ","FR 0105 ","0/25/50/1:0","DO ","","1518208 () ","GREY CLAY 0046 GREY CLAY HPAN STNS 0096 GREY SHLE STNS 0110 "
"NEPEAN TOWNSHIP RF  05 023","18 436630 5013921 W","1984-10 1558","6    6    ","FR 0060 FR 0290 ","5/250/3/1:0","DO ","","1519401 () ","GREY LMSN FCRD 0003 GREY LMSN MGRD 0240 GREY LMSN MGRD HARD 0300 "
"NEPEAN TOWNSHIP RF  05 023","18 434911 5013162 W","1978-10 3644","6    ","FR 0039 FR 0041 ","20/40/6/1:0","DO ","","1516797 () ","GREY CLAY 0004 GREY SAND 0029 GREY LMSN SHLY 0044 "
"NEPEAN TOWNSHIP RF  05 023","18 434891 5013262 W","1978-09 3644","6    ","FR 0100 ","8/25/50/1:0","DO ","","1516782 () ","GREY CLAY 0006 BLUE CLAY 0070 GREY HPAN STNS 0088 GREY LMSN 0105 "
"NEPEAN TOWNSHIP RF  05 023","18 435330 5013521 W","1984-10 3142","5    5    ","FR 0080 UK 0180 ","10/200/2/1:0","DO ","","1519316 () ","GREY GRVL BLDR PCKD 0041 GREY LMSN HARD 0180 BLCK LMSN PORS 0240 "
"NEPEAN TOWNSHIP RF  05 023","18 434931 5013012 W","1960-05 4833","4    4    ","FR 0040 ","10/10/5/0:30","DO ","","1506285 () ","LOAM GRVL STNS 0040 GREY LMSN 0042 "
"NEPEAN TOWNSHIP RF  05 023","18 434811 5013352 W","1960-05 4833","4    4    ","FR 0054 ","1/1/5/0:30","DO ","","1506284 () ","LOAM GRVL STNS 0018 GREY LMSN 0056 "
"NEPEAN TOWNSHIP RF  05 023","18 434911 5013062 W","1956-08 4824","4    4    ","FR 0105 ","20/28/2/0:15","DO ","","1506282 () ","RED  LOAM 0010 GREY LMSN 0105 "
"NEPEAN TOWNSHIP RF  05 023","18 436651 5014042 W","1961-03 3504","6    6    ","FR 0220 ","100/220/4/0:30","DO ","","1506287 () ","GREY LMSN 0185 WHIT SNDS 0300 "
"NEPEAN TOWNSHIP RF  05 023","18 434891 5013122 W","1959-06 3601","4    4    ","FR 0048 ","11/11/3/1:0","DO ","","1506283 () ","CLAY BLDR 0036 LMSN 0048 "
"NEPEAN TOWNSHIP RF  05 023","18 434896 5013082 W","1955-06 4825","5    4    4    ","FR 0035 ","18/18/3/0:30","DO ","","1506281 () ","CLAY STNS 0027 LMSN 0047 "
"NEPEAN TOWNSHIP RF  05 023","18 434931 5012997 W","1960-09 1301","5    2    ","FR 0119 ","20/25/5/1:0","DO ","","1506286 () ","PRDR 0042 GREY LMSN 0119 "
"NEPEAN TOWNSHIP RF  05 023","18 434791 5013367 W","1954-02 4825","5    5    ","FR 0044 ","30/35/4/0:20","DO ","","1506280 () ","PRDG 0030 HPAN GRVL 0039 LMSN 0040 UNKN UNKN UNKN 0044 "
"NEPEAN TOWNSHIP RF  05 023","18 434881 5013142 W","1959-12 3601","4    4    ","FR 0081 ","26/48/3/2:0","DO ","","1506279 () ","CLAY BLDR 0034 LMSN 0081 "
"NEPEAN TOWNSHIP RF  05 023","18 434831 5013267 W","1950-10 4833","5    5    ","FR 0065 FR 0120 ","40/68/4/0:30","DO ","","1506278 () ","CLAY 0012 LMSN 0136 "
"NEPEAN TOWNSHIP RF  05 024","18 434957 5013830 W","2019-11 7241","1.59 ","","","TH MO ","0005 10 ","7367126 (Z324357) A282319","GREY GRVL SAND SOFT 0001 GREY CLAY SILT 0003 BRWN CLAY SILT 0010 GREY GRVL SILT 0015 "
"NEPEAN TOWNSHIP RF  05 024","18 434935 5013850 W","2019-11 7241","1.59 ","","","MT ","0005 10 ","7350640 (Z324360) A274650","BRWN GRVL SAND SOFT 0003 BRWN SILT GRVL DNSE 0007 GREY SILT GRVL SOFT 0015 "
"NEPEAN TOWNSHIP RF  05 024","18 435427 5014056 W"," 7148","","","","MO ","","7387065 (Z354935) A068342 A","---- 0000 "
"NEPEAN TOWNSHIP RF  05 024","18 436354 5014603 W","2006-04 1119","6.25 ","0115 ","12/23/20/1:0","DO ","","1536386 (Z39987) A036162","STNS STNS 0039 GREY LMSN 0125 "
"NEPEAN TOWNSHIP RF  05 024","18 435570 5014096 L","1996-11 1558","","","","NU ","","1529277 (171298)  A","PRDG 0048 "
"NEPEAN TOWNSHIP RF  05 024","18 435570 5014096 L","1996-11 1558","6    6    6    ","UK 0073 UK 0126 ","4/11/5/1:0","DO ","","1529278 (171294) ","BRWN LOAM STNS  DRY 0003 GREY LMSN LYRD HARD 0207 GREY LMSN LYRD HARD 0240 GREY SILT STNS HARD 0488 WHIT SNDS 0575 "
"NEPEAN TOWNSHIP RF  05 024","18 435128 5013488 W","2003-11 1558","6.23 ","","","NU ","","1534410 (Z00632) A000537","BRWN LOAM STNS 0005 BRWN SAND GRVL VERY 0007 GREY LMSN 0172 "
"NEPEAN TOWNSHIP RF  05 024","18 436194 5013058 W","2003-11 1558","6.25 ","","","NU ","","1534411 (Z00631) A000536","BRWN HPAN BLDR 0012 GREY LMSN 0172 "
"NEPEAN TOWNSHIP RF  05 024","18 435570 5014096 L","1990-09 1558","6    6    ","FR 0097 FR 0185 ","5/100/15/1:0","DO ","","1525018 (81193) ","GREY ROCK PCKD 0003 CLAY SNDY PCKD 0005 GREY LMSN LYRD MGRD 0190 "
"NEPEAN TOWNSHIP RF  05 024","","1985-04 1558","","","","","","1519605 (NA)  P",""
"NEPEAN TOWNSHIP RF  05 024","18 434786 5013422 W","1955-10 4825","5    5    ","FR 0080 ","8/110/5/0:30","DO ","","1506289 () ","CLAY 0021 LMSN 0110 "
"NEPEAN TOWNSHIP RF  05 024","18 434721 5013562 W","1962-05 1503","5    5    ","FR 0080 FR 0110 FR 0116 ","14/35/10/0:30","DO ","","1506293 () ","LOAM BLDR 0003 BLUE LMSN 0117 "
"NEPEAN TOWNSHIP RF  05 024","18 434686 5013782 W","1955-05 4825","5    5    ","FR 0070 ","4/40/5/0:30","DO ","","1506290 () ","LMSN 0096 "
"NEPEAN TOWNSHIP RF  05 024","18 434651 5013732 W","1950-08 4832","5    5    ","FR 0065 FR 0105 FR 0138 ","24/44/6/0:30","DO ","","1506288 () ","LOAM 0002 GREY LMSN 0142 "
"NEPEAN TOWNSHIP RF  05 024","18 434681 5013722 W","1962-05 1503","5    5    ","FR 0090 FR 0128 ","20/43/10/0:30","DO ","","1506292 () ","FILL 0004 BLUE LMSN 0130 "
"NEPEAN TOWNSHIP RF  05 024","18 434791 5013462 W","1956-06 4832","4    4    ","FR 0042 ","23/37/3/0:20","DO ","","1506291 () ","LOAM 0005 HPAN 0028 SHLE 0030 BLUE LMSN 0048 "
"NEPEAN TOWNSHIP RF  05 024","18 434846 5013717 W","1963-12 1503","5    5    ","FR 0123 ","24/40/10/1:0","DO ","","1506294 () ","HPAN BLDR 0008 BLUE LMSN 0125 "
"NEPEAN TOWNSHIP RF  05 025","18 434561 5014034 W","2019-04 1558","10.6 6.23 ","UT 0065 UT 0099 ","","MO ","","7338699 (Z256643) A225393","BRWN SAND LOAM 0005 BRWN SAND GRVL WBRG 0020 GREY TILL BLDR 0040 GREY LMSN HARD 0102 "
"NEPEAN TOWNSHIP RF  05 025","18 435415 5014495 L","1994-07 1558","6    6    ","UK 0175 ","/175/2/1:0","DO ","","1528075 (142322) ","BRWN SAND STNS 0005 GREY HPAN 0016 GREY LMSN FCRD LYRD 0021 GREY LMSN 0200 "
"NEPEAN TOWNSHIP RF  05 025","18 435415 5014495 L","1994-07 1558","6    6    ","UK 0094 ","38/50/15/1:0","DO ","","1528076 (142324) ","BRWN SAND STNS WBRG 0012 GREY HPAN BLDR 0024 GREY LMSN 0100 "
"NEPEAN TOWNSHIP RF  05 025","18 436243 5014905 W","1975-07 1558","6    6    ","FR 0065 ","10/35/25/1:0","CO ","","1514830 () ","FILL BLDR SAND 0015 GREY LMSN 0073 "
"NEPEAN TOWNSHIP RF  05 025","18 434646 5013822 W","1955-08 4825","4    4    ","FR 0080 FR 0130 ","38/55/5/0:30","DO ","","1506295 () ","LOAM 0002 LMSN 0149 "
"NEPEAN TOWNSHIP RF  05 025","18 435691 5014847 W","1962-01 1301","5    5    ","FR 0075 ","8/10/10/1:0","DO ","","1506297 () ","CLAY BLDR 0010 SNDS 0075 "
"NEPEAN TOWNSHIP RF  05 025","18 434621 5014082 W","1960-11 1603","2    2    ","FR 0133 ","15/42/5/3:0","DO ","","1506296 () ","BLDR GRVL 0017 GREY LMSN 0133 "
"NEPEAN TOWNSHIP RF  05 026","18 434812 5014872 W","2004-08 1844","","0011 ","/25/15/1:0","","","1535104 (Z12003)  A",""
"NEPEAN TOWNSHIP RF  05 026","18 434481 5014292 W","1957-07 3701","5    5    ","FR 0080 FR 0098 ","20/30/4/1:0","DO ","","1506298 () ","SILT 0004 SNDS 0098 "
"NEPEAN TOWNSHIP RF  05 027","18 434281 5014922 W","1955-05 4825","4    4    ","FR 0060 ","2/22/5/0:30","DO ","","1506303 () ","LMSN 0070 "
"NEPEAN TOWNSHIP RF  05 027","18 434566 5014922 W","1967-06 2101","6    6    ","FR 0140 ","6/100/4/4:0","PS ","","1506302 () ","LMSN 0150 "
"NEPEAN TOWNSHIP RF  05 027","18 434331 5014992 W","1956-09 4833","4    4    ","FR 0115 ","18/20/5/0:20","DO ","","1506301 () ","GRVL 0010 LMSN 0125 "
"NEPEAN TOWNSHIP RF  05 027","18 434301 5014852 W","1956-12 4833","4    4    ","FR 0095 ","10/15/5/0:20","DO ","","1506300 () ","MSND LOAM 0022 LMSN 0101 "
"NEPEAN TOWNSHIP RF  05 027","18 434251 5014822 W","1954-03 4825","5    5    ","FR 0060 ","8/30/4/0:20","DO ","","1506299 () ","LOAM 0004 LMSN 0085 "
"NEPEAN TOWNSHIP RF  05 028","18 434967 5015650 L","1992-08 6629","6    ","FR 0475 ","120/400//1:0","DO ","","1526480 (120211) ","BRWN SAND LOAM SOFT 0006 GREY LMSN LYRD 0475 "
"NEPEAN TOWNSHIP RF  05 028","18 434411 5015262 W","1968-07 3504","6    6    ","FR 0090 ","10/20/7/21:0","DO ","","1509686 () ","MSND 0006 BLDR GRVL 0010 BLUE LMSN 0100 "
"NEPEAN TOWNSHIP RF  05 028","18 434351 5015062 W","1957-08 3113","5    5    ","FR 0056 ","8/12/2/0:15","DO ","","1506309 () ","GREY LMSN 0056 "
"NEPEAN TOWNSHIP RF  05 028","18 434311 5015137 W","1955-08 4825","4    4    ","FR 0028 ","10/24/5/0:25","DO ","","1506304 () ","CLAY FILL 0005 LMSN 0034 "
"NEPEAN TOWNSHIP RF  05 028","18 434351 5015042 W","1957-08 3113","4    4    ","FR 0050 ","8/12/2/0:15","DO ","","1506310 () ","GREY LMSN 0050 "
"NEPEAN TOWNSHIP RF  05 028","18 434356 5015072 W","1958-02 3113","4    4    ","SU 0050 ","5/20/1/0:15","DO ","","1506311 () ","LOAM BLDR 0007 GREY LMSN 0051 "
"NEPEAN TOWNSHIP RF  05 028","18 434366 5015262 W","1951-09 1802","2    2    ","","","","","1506317 ()  A","LOAM STNS 0010 SNDS 0100 "
"NEPEAN TOWNSHIP RF  05 028","18 434451 5015462 W","1966-11 3504","6    6    ","FR 0088 ","15/50/6/1:0","DO ","","1506316 () ","LOAM STNS 0004 LMSN 0017 SNDS 0096 "
"NEPEAN TOWNSHIP RF  05 028","18 434451 5015462 W","1965-10 3504","6    6    ","FR 0135 ","20/70/4/1:0","DO ","","1506315 () ","LOAM 0001 GRVL STNS 0008 GREY LMSN 0090 GREY LMSN 0150 "
"NEPEAN TOWNSHIP RF  05 028","18 434391 5015222 W","1959-05 3701","5    5    ","FR 0049 ","7/25/7/2:0","DO ","","1506314 () ","SILT 0003 LMSN 0014 SNDS 0057 "
"NEPEAN TOWNSHIP RF  05 028","18 434456 5015507 W","1958-11 1301","5    5    ","FR 0040 ","5/68/7/1:0","DO ","","1506313 () ","CLAY 0008 SNDS 0068 "
"NEPEAN TOWNSHIP RF  05 028","18 434311 5015102 W","1958-02 3113","4    4    ","SU 0054 ","12/34/1/0:12","DO ","","1506312 () ","SHLE GRVL 0007 GREY LMSN 0054 "
"NEPEAN TOWNSHIP RF  05 028","18 434409 5015287 W","1956-08 4824","4    4    ","FR 0040 ","15/20/2/0:15","DO ","","1506308 () ","SHLE 0010 WHIT SNDS 0040 "
"NEPEAN TOWNSHIP RF  05 028","18 434356 5015092 W","1956-02 4832","4    4    ","FR 0070 FR 0113 ","16/66/2/0:20","DO ","","1506305 () ","LOAM 0005 BLUE LMSN 0118 "
"NEPEAN TOWNSHIP RF  05 028","18 434386 5015192 W","1956-03 4832","4    4    ","FR 0120 ","18/63/3/0:20","DO ","","1506306 () ","LOAM 0005 BLUE LMSN 0129 "
"NEPEAN TOWNSHIP RF  05 029","18 435057 5016227 W","1976-08 3504","6    ","FR 0060 FR 0078 ","8/75/5/0:30","MN ","","1515647 () ","MUCK 0002 SNDS 0078 "
"NEPEAN TOWNSHIP RF  05 029","18 434451 5015662 W","1954-11 4824","4    4    ","FR 0075 ","12/18/3/0:15","DO ","","1506318 () ","LOAM 0010 LMSN 0080 "
"NEPEAN TOWNSHIP RF  05 029","18 435771 5016382 W","1956-03 3601","4    4    ","FR 0067 ","7/13/3/1:0","DO ","","1506307 () ","CLAY 0004 LMSN 0067 "
"NEPEAN TOWNSHIP RF  05 029","18 434471 5015652 W","1958-08 3701","5    5    ","FR 0025 FR 0035 ","10/35/2/1:0","DO ","","1506321 () ","SNDS 0035 "
"NEPEAN TOWNSHIP RF  05 029","18 434576 5015982 W","1958-01 3701","5    5    ","FR 0041 ","3/30/3/1:0","DO ","","1506320 () ","SILT 0002 LMSN 0041 "
"NEPEAN TOWNSHIP RF  05 029","18 434631 5016002 W","1957-12 3701","5    5    ","FR 0070 FR 0085 ","5/40/4/1:0","DO ","","1506319 () ","SILT 0005 LMSN MSND 0051 LMSN 0057 SNDS 0085 "
"NEPEAN TOWNSHIP RF  05 029","18 435741 5016452 W","1958-11 3601","4    4    ","FR 0026 ","4/8/2/1:0","DO ","","1506322 () ","LOAM CLAY 0006 SNDS 0026 "
"NEPEAN TOWNSHIP RF  05 030","18 434816 5016687 W","2017-03 4875","","","10///:","NU "," ","7331299 (Z252128)  A",""
"NEPEAN TOWNSHIP RF  05 030","18 434656 5016432 L","1996-10 1558","6    6    6    ","UK 0150 UK 0160 ","10/26/15/9:0","DO ","","1529244 (171264) ","BRWN SAND LOOS 0006 BRWN SNDS HARD 0090 WHIT SNDS MGRD 0115 GREY SNDS MGRD 0175 "
"NEPEAN TOWNSHIP RF  05 030","18 434656 5016432 L","1985-03 1558","6    6    ","FR 0061 FR 0096 ","7/70/10/1:0","DO ","","1519607 () ","BRWN SAND CLAY LOOS 0003 BRWN SNDS LOOS FCRD 0006 WHIT SNDS LYRD MGRD 0100 "
"NEPEAN TOWNSHIP RF  05 030","18 434766 5016702 W","1967-10 3504","6    6    ","FR 0088 ","18/60/6/1:0","DO ","","1506324 () ","BLDR CLAY 0010 SNDS 0100 "
"NEPEAN TOWNSHIP RF  05 030","18 434991 5016832 W","1953-07 1802","2    2    ","FR 0035 ","7/15/5/2:0","DO ","","1506323 () ","CLAY 0007 SNDS 0042 "
"NEPEAN TOWNSHIP RF  05 031","18 434635 5016950 W","2004-08 1844","","0010 ","","","","1535111 (Z12002)  A",""
"NEPEAN TOWNSHIP RF  05 031","18 434683 5016844 W","1974-08 1558","6    6    ","FR 0045 FR 0195 ","15/125/4/1:0","DO ","","1514269 () ","BRWN CLAY STNS 0005 GREY SNDS 0190 GREY GRNT 0215 "
"NEPEAN TOWNSHIP RF  05 031","18 434830 5017121 W","1982-11 1558","6    6    ","SU 0040 FR 0120 FR 0135 ","10/30/30/1:0","DO ","","1518080 () ","BRWN CLAY 0003 GREY SNDS 0120 WHIT SNDS 0140 "
"NEPEAN TOWNSHIP RF  05 031","18 434771 5016812 W","1958-09 3601","4    4    ","FR 0040 ","5/10/5/1:0","DO ","","1506329 () ","LOAM 0008 SNDS 0040 "
"NEPEAN TOWNSHIP RF  05 031","18 434851 5017192 W","1952-08 1802","2    2    ","FR 0041 ","5/25/3/2:0","DO ","","1506328 () ","LOAM 0003 SNDS 0044 "
"NEPEAN TOWNSHIP RF  05 031","18 435381 5017362 W","1952-09 1802","2    2    ","FR 0053 ","2/10/8/2:0","DO ","","1506326 () ","SNDS 0055 "
"NEPEAN TOWNSHIP RF  05 032","18 434382 5017092 W","2016-11 1119","","","",""," ","7275920 (Z237075)  A",""
"NEPEAN TOWNSHIP RF  05 032","18 435018 5017583 W","1974-09 1558","6    6    ","FR 0145 ","10/30/20/1:0","DO ","","1514327 () ","BRWN LOAM FILL PCKD 0004 WHIT SNDS 0060 WHIT SNDS 0149 "
"NEPEAN TOWNSHIP RF  05 032","18 434913 5017422 W","1972-09 1836","6    ","FR 0100 ","20/100/7/1:0","DO ","","1512092 () ","SAND 0002 SNDS 0100 "
"NEPEAN TOWNSHIP RF  05 032","18 434947 5017504 W"," 1844","","","",""," ","7197890 (Z161244)  A",""
"NEPEAN TOWNSHIP RF  05 032","18 435130 5017821 W","1981-11 1558","6    6    ","FR 0120 ","20/50/5/1:0","DO ","","1517745 () ","WHIT SNDS VERY HARD 0050 WHIT SNDS MGRD 0125 "
